,marketSegment,project,street,x,y
775,CCR,JADE MANSION,LEEDON ROAD,23999.956952849998,32888.514006500003
776,CCR,SUITES AT ORCHARD,HANDY ROAD,29414.777092630001,31426.251216880001
777,RCR,LANDED HOUSING DEVELOPMENT,LORONG 20 GEYLANG,33373.072102589998,32647.53973032
778,RCR,SUNVILLE,ST. MICHAEL'S ROAD,31418.046069629999,34334.830405280002
779,CCR,MUTIARA CREST,JALAN MUTIARA,27571.515458219999,30923.498196810001
780,RCR,ATRIUM RESIDENCES,LORONG 28 GEYLANG,33861.751654480002,32810.777770219999
781,RCR,THE CITRINE,JALAN DATOH,29107.46246853,34398.068764189999
782,RCR,BALESTIER REGENCY,JALAN AMPAS,30063.461971559999,34200.741516520003
783,RCR,SUITES 28,LORONG 30 GEYLANG,33882.72263542,32770.08277331
784,CCR,HOLLAND SUITES,HOLLAND ROAD,24224.29263863,32710.496468499999
785,CCR,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,27083.562648720001,32889.496080539998
786,OCR,LANDED HOUSING DEVELOPMENT,JALAN AWANG,36108.489696909999,33976.296601540001
787,RCR,RIVERBAY,MAR THOMA ROAD,31296.639992649998,34491.996711130001
788,CCR,NASSIM PARK RESIDENCES,NASSIM ROAD,26921.9774,32152.2792
789,CCR,SHELFORD 23,SHELFORD ROAD,25645.024690320001,34456.20755325
790,CCR,DUKES RESIDENCE,DUKE'S ROAD,25586.23055929,33753.75099263
791,RCR,GUILLEMARD EDGE,LORONG 30 GEYLANG,33872.245160209997,32733.823567930001
792,RCR,SUNFLOWER RESIDENCE,LORONG 32 GEYLANG,33981.164833720001,32739.48768571
793,CCR,MIRO,LINCOLN ROAD,29020.112581199998,32908.349944869998
794,RCR,RESIDENTIAL APARTMENTS,LAVENDER STREET,30959.876634709999,32930.292497270003
795,CCR,LUMA,RIVER VALLEY GROVE,28138.73382472,31037.720120000001
796,CCR,ADAM PARK CONDOMINIUM,ADAM ROAD,25719.460208180002,34490.591629900002
797,CCR,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,25399.790369939999,33998.622532849998
798,OCR,LANDED HOUSING DEVELOPMENT,JALAN DAUD,36306.563234920003,34201.850548669999
799,RCR,CANBERLIN APARTMENTS,LORONG 16 GEYLANG,33165.490221450002,32547.37118245
800,OCR,LANDED HOUSING DEVELOPMENT,JALAN PUNAI,36334.582606989997,34679.028719189999
801,CCR,WATTEN ESTATE,SHELFORD ROAD,25471.853303969999,34336.983653380003
802,RCR,BALESTIER TOWERS,BALESTIER ROAD,30120.60142934,33697.334986810002
803,CCR,MUTIARA VIEW,JALAN MUTIARA,27494.407466450001,30900.92737155
804,CCR,THE SPRINGS,MOULMEIN RISE,29510.020001730002,33497.047735650002
805,RCR,THE MIDAS,LORONG 30 GEYLANG,33869.4639,32787.3015
806,CCR,LANDED HOUSING DEVELOPMENT,LASIA AVENUE,23519.08358912,34650.280405309997
807,CCR,THE MORNINGSIDE,JALAN KUALA,28274.79241318,30859.12311782
808,CCR,LANDED HOUSING DEVELOPMENT,KING'S ROAD,25141.533723879999,33653.735693729999
809,CCR,LANDED HOUSING DEVELOPMENT,TAN KIM CHENG ROAD,25610.664211450001,33769.337512269999
810,CCR,THE ASTON,KAY POH ROAD,27621.076099049999,30952.660050220001
811,CCR,CAIRNHILL CREST,CAIRNHILL CIRCLE,28608.012961740001,32025.1207901
812,RCR,RAINTREE GARDENS,POTONG PASIR AVENUE 1,31472.319963639999,35518.15497072
813,CCR,GLENTREES,MOUNT SINAI LANE,22650.62559851,33199.380957149999
814,CCR,BALMORAL HILLS,BALMORAL PARK,27430.761964409998,33188.650399680003
815,OCR,LANDED HOUSING DEVELOPMENT,SOMMERVILLE ROAD,31886.310788849999,36383.048536639997
816,RCR,CARLYX RESIDENCE,CARLISLE ROAD,29631.4712023,32830.238078049996
817,CCR,ARDMORE II,ARDMORE PARK,27391.517960110001,32463.49947328
818,RCR,THE SANCTUARY @ GEYLANG,LORONG 30 GEYLANG,33919.234283410002,32875.856742650003
819,RCR,URBAN LOFTS,RANGOON ROAD,30300.808371410001,32946.072559930002
820,CCR,REGENT VILLAS,SIXTH AVENUE,23344.873396430001,33888.874481470003
821,CCR,WILKIE APARTMENTS,WILKIE ROAD,29613.141187390001,31627.135434290001
822,RCR,RESIDENTIAL APARTMENTS,JALAN MOLEK,33513.9934,32632.0333
823,CCR,CHELSEA GARDENS,WALSHE ROAD,27326.20354425,32800.954720919997
824,RCR,CITY SQUARE RESIDENCES,KITCHENER LINK,30679.659997310001,32592.745060490001
825,RCR,THE CENTRIO,IRRAWADDY ROAD,29430.785195379999,34181.624979399997
826,RCR,BAODE BUILDING,LORONG 35 GEYLANG,34174.199261379998,33042.78187804
827,CCR,CITY EDGE,MOULMEIN RISE,29475.58664953,33551.877025849996
828,RCR,ASTON LODGE,LORONG 8 GEYLANG,32861.832420640003,32501.65082692
829,RCR,LANDED HOUSING DEVELOPMENT,LORONG 26 GEYLANG,33754.595274119998,32688.31598034
830,CCR,LANDED HOUSING DEVELOPMENT,LEWIS ROAD,26825.049588239999,33503.478032900003
831,RCR,# 1 SUITES,LORONG 20 GEYLANG,33372.653532120003,32753.557810850001
832,RCR,BALESTIER POINT,BALESTIER ROAD,30072.402074640001,33901.880701709998
833,CCR,THE LEVELZ,FARRER ROAD,24888.9384553,32924.447164460003
834,RCR,LANDED HOUSING DEVELOPMENT,JALAN BELANGKAS,33597.366991179998,34873.182982109998
835,RCR,MOONSTONE VIEW,MOONSTONE LANE,31635.049060390001,34437.87676088
836,CCR,NEWTON ONE,NEWTON ROAD,28713.482080160001,32935.744611600003
837,CCR,THE DRAYCOTT,DRAYCOTT PARK,27825.3452,32688.3142
838,RCR,CITY LOFT,RACE COURSE ROAD,30591.78332363,33047.388903319997
839,CCR,LANDED HOUSING DEVELOPMENT,NAMLY DRIVE,23623.7678,34096.258
840,RCR,LE SOMME,SOMME ROAD,30799.68936228,32621.489809389998
841,RCR,YUEN SING MANSION,LORONG 13 GEYLANG,32941.334,32819.3706
842,CCR,DYNASTY LODGE,SIXTH AVENUE,23451.372,34009.7924
843,RCR,KERRISDALE,STURDEE ROAD,30793.037769570001,32862.66921001
844,CCR,REGENCY LODGE,SHANGHAI ROAD,27333.730735950001,30899.669943040001
845,CCR,LEONIE TOWERS,LEONIE HILL,27805.679943579999,31166.968421900002
846,RCR,THE BLISS,RACE COURSE ROAD,30107.95445884,32433.43668137
847,CCR,CAVENAGH COURT,CAVENAGH ROAD,29123.369609309999,32477.662580699999
848,OCR,DAISY SUITES,DAISY ROAD,31913.4411,36212.1901
849,CCR,PARC EMILY,MOUNT EMILY ROAD,29753.509846210001,31763.435436180002
850,CCR,TANGLIN RESIDENCES,ST. MARTIN'S DRIVE,26909.827628900001,32085.677154500001
851,CCR,LANDED HOUSING DEVELOPMENT,GOLDHILL AVENUE,28041.4792,33610.2549
852,CCR,BUCKLEY CLASSIQUE,BUCKLEY ROAD,28802.295576860001,33392.748962269997
853,OCR,LANDED HOUSING DEVELOPMENT,JALAN PARAS,37356.199129569997,34278.902941919998
854,CCR,LANDED HOUSING DEVELOPMENT,HOOT KIAM ROAD,27671.314265859999,30946.184657989998
855,OCR,LANDED HOUSING DEVELOPMENT,JALAN EUNOS,36124.80518061,34474.049884739997
856,CCR,LANDED HOUSING DEVELOPMENT,HOLLAND PARK,24853.1656,32412.2654
857,CCR,LANDED HOUSING DEVELOPMENT,CHANCERY LANE,28434.03792757,33778.322502160001
858,RCR,ST FRANCIS COURT,ST. FRANCIS ROAD,31401.16006572,34058.76668058
859,CCR,BEAVERTON COURT,MOUNT SINAI RISE,21703.22814611,33175.163871600003
860,CCR,ONE BALMORAL,BALMORAL ROAD,27599.3438,32917.161
861,CCR,CLAREMONT,KILLINEY ROAD,28489.0342769,30976.20731163
862,CCR,LANDED HOUSING DEVELOPMENT,JALAN SENANDONG,23150.012525299998,35298.962298990002
863,CCR,RESIDENTIAL APARTMENTS,SHREWSBURY ROAD,29875.783466150001,33405.318802220001
864,CCR,LANDED HOUSING DEVELOPMENT,KAMPONG JAVA ROAD,29105.167453930002,32822.544023689999
865,CCR,WATTEN ESTATE CONDOMINIUM,SHELFORD ROAD,25463.555300579999,34550.249750960003
866,RCR,THE RICHMOND,ST. MICHAEL'S ROAD,31482.252069529999,34168.125021749999
867,RCR,LANDED HOUSING DEVELOPMENT,JALAN CHENGKEK,33650.623685479998,34590.568011980001
868,CCR,MANDALAY MANSION,MINBU ROAD,29772.049814090001,34008.036409039997
869,RCR,BLISS LOFT,KIM KEAT CLOSE,30173.379106999998,33947.776241650002
870,CCR,LANDED HOUSING DEVELOPMENT,QUEEN ASTRID PARK,23183.793441279999,33115.107895979997
871,RCR,NEEM TREE,JALAN KEMAMAN,30037.79419949,34389.412867519998
872,CCR,RESIDENTIAL APARTMENTS,HOOT KIAM ROAD,27627.6928,30960.5772
873,OCR,SMAILING COURT,LORONG MYDIN,36663.649155299998,33821.939328209998
874,RCR,CRADELS,LORONG LIMAU,30311.657671950001,34106.060979220001
875,CCR,THE ASANA,QUEENS ROAD,25490.982484600001,33796.291668690002
876,CCR,THOMSON 800,THOMSON ROAD,28613.320609349999,35927.600875180002
877,RCR,TRELLIS TOWERS,LORONG 1 TOA PAYOH,29231.392099670001,34827.25723263
878,CCR,HOLLANDSWOOD COURT,HOLLAND PARK,24725.854620949999,32534.845427179999
879,CCR,1 MOULMEIN RISE,MOULMEIN RISE,29543.134203649998,33511.862938200003
880,OCR,R MAISON,SOMMERVILLE WALK,32074.3816,36157.4374
881,CCR,MARTIN PLACE RESIDENCES,MARTIN PLACE,28534.875343080002,30733.743306730001
882,RCR,DE ROYALE,JALAN RAMA RAMA,29761.09158083,34507.007408699997
883,OCR,LANDED HOUSING DEVELOPMENT,JALAN SINGA,36130.603828689997,34755.545585799997
884,CCR,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,27765.453976859998,32409.62508575
885,CCR,THE LADYHILL,LADY HILL ROAD,27087.757064599999,32590.00608736
886,RCR,OPAL SUITES,OPAL CRESCENT,31788.97881054,34421.282446740003
887,RCR,THE CENTREN,LORONG 27 GEYLANG,33599.106184389998,32895.513397649999
888,RCR,THE ABERDEEN,JALAN TAMAN,31615.91127272,34234.904592929999
889,CCR,NOVENA COURT,JALAN NOVENA BARAT,28966.951623649999,33825.536505140001
890,CCR,MOUNT ECHO PARK,MOUNT ECHO PARK,26521.791197650001,31028.88627241
891,OCR,BEAU VISTA,JALAN KEMBANGAN,36823.320997810002,34183.474843930001
892,CCR,LANDED HOUSING DEVELOPMENT,CHANCERY HILL ROAD,28588.80356417,34080.432674670001
893,CCR,SUITES @ SURREY,SURREY ROAD,28941.031890950001,33130.55751427
894,CCR,SOPHIA HILLS,MOUNT SOPHIA,29605.4633,31419.879
895,OCR,LYNWOOD EIGHT,LYNWOOD GROVE,31311.95757725,36331.884920589997
896,CCR,NOVENA SUITES,MOULMEIN ROAD,29282.029554610002,33465.69146074
897,OCR,WOLSKEL LODGE,WOLSKEL ROAD,31881.17215117,36501.190500409997
898,RCR,SUMMER VIEW,LORONG 12 GEYLANG,33029.904696089999,32673.589011020001
899,CCR,THE LAURELS,CAIRNHILL ROAD,28515.565048919999,31894.887325820001
900,CCR,CHARLESTON,SHANGHAI ROAD,27404.335761130002,30840.98729518
901,CCR,THE HERMITAGE,SARKIES ROAD,28402.030925050001,32983.774072850003
902,CCR,LANDED HOUSING DEVELOPMENT,JALAN SENI,26256.189531740001,34414.712671820003
903,CCR,CROWN CENTRE,BUKIT TIMAH ROAD,25542.628264849999,33925.021039309997
904,RCR,REGENT RESIDENCES,SERANGOON ROAD,31489.42936531,34049.921195200003
905,RCR,WAI WING CENTRE,BALESTIER ROAD,29515.975916309999,34267.074034610003
906,RCR,KENT RESIDENCES,KENT ROAD,30093.517245370001,33151.549781930002
907,CCR,ROBERTSON EDGE,TONG WATT ROAD,28798.127656180001,30602.431064840001
908,CCR,CAPITOL PARK,CHEE HOON AVENUE,26121.33996763,34331.54793221
909,CCR,THOMSON EURO-ASIA,THOMSON ROAD,29339.041440109999,33383.352559020002
910,CCR,LEONIE PARC VIEW,LEONIE HILL ROAD,28099.868461339999,31269.55651139
911,RCR,STUDIOS @ MARNE,MARNE ROAD,30633.206313069999,32794.24968418
912,RCR,TORIEVILLE,LORONG 6 GEYLANG,32838.242645169998,32444.594661299999
913,RCR,CENTRAL GROVE,GEYLANG EAST AVENUE 1,33710.26732762,33155.885712840002
914,RCR,IRESIDENCES,IRRAWADDY ROAD,29390.363826050001,34180.598709940003
915,RCR,SOHO 188,RACE COURSE ROAD,30222.722551260001,32631.498726500002
916,CCR,DUCHESS RESIDENCES,DUCHESS AVENUE,24456.447847679998,34039.614725579997
917,CCR,SIXTH AVENUE VILLE,SIXTH AVENUE,23777.5664941,34648.991203500003
918,OCR,THE ACACIAS,SOMMERVILLE ROAD,31915.314407670002,36297.747680349999
919,CCR,ROSEVALE,LINCOLN ROAD,29138.53378723,33156.280337910002
920,OCR,FORTUNE VIEW,SOMMERVILLE WALK,32101.004458210001,36458.88226766
921,CCR,SOPHIA RESIDENCE,SOPHIA ROAD,29737.982972569999,31471.10981952
922,RCR,WING FONG COURT,LORONG 14 GEYLANG,33054.706444180001,32680.689438940002
923,RCR,LANDED HOUSING DEVELOPMENT,JALAN TAMAN,31458.155466319998,34262.882162059997
924,CCR,THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,28496.178842979999,32274.644894240001
925,RCR,18 WOODSVILLE,WOODSVILLE CLOSE,31889.364,34652.6007
926,CCR,LANDED HOUSING DEVELOPMENT,SWISS CLUB ROAD,23279.755069239999,35304.788410400002
927,RCR,ECOVILLE,MARTABAN ROAD,29946.882401989999,33998.819877939997
928,CCR,GROVE RESIDENCE,GROVE DRIVE,22684.9675,32785.2692
929,RCR,LANDED HOUSING DEVELOPMENT,BENG WAN ROAD,31523.573472999999,33951.266064989997
930,CCR,BALMORAL RESIDENCES,BALMORAL CRESCENT,28199.953558940001,33074.242651620001
931,CCR,THE BAYRON,ST. THOMAS WALK,28424.58131447,31133.33964617
932,CCR,RV POINT,RIVER VALLEY ROAD,28971.479750000001,30688.997898979998
933,CCR,MON JERVOIS,JERVOIS ROAD,26737.9393,30701.7087
934,CCR,DUNEARN ESTATE,BERRIMA ROAD,26770.391176710001,34241.643415590003
935,CCR,SAM KIANG MANSIONS,ST. THOMAS WALK,28243.43677542,31200.16229463
936,CCR,FOUR SEASONS PARK,CUSCADEN WALK,27383.664508820002,31808.890996900001
937,RCR,ST MICHAEL'S PLACE,JALAN TAMAN,31545.00493784,34199.780097579998
938,CCR,ESTILO,WILKIE ROAD,29550.1608,31657.2091
939,CCR,LANDED HOUSING DEVELOPMENT,MOONBEAM TERRACE,22343.21608574,33238.245010560002
940,CCR,MACKENZIE 88,MACKENZIE ROAD,29579.921371759999,32084.202843139999
941,CCR,THE FERNHILL,FERNHILL ROAD,27195.03162263,32977.574028789996
942,CCR,CHATEAU LE FAME,EWE BOON ROAD,27574.386408849999,33240.000033699997
943,CCR,D' DALVEY,DALVEY ESTATE,26717.760093580001,33752.418544850002
944,RCR,THE TIER,PEGU ROAD,29985.23063936,33928.168443220002
945,CCR,LANDED HOUSING DEVELOPMENT,PRINCE OF WALES ROAD,25271.0049218,33887.542314309998
946,OCR,LANDED HOUSING DEVELOPMENT,LORONG MARICAN,36318.409073740003,34065.071567289998
947,RCR,BOON TECK TOWER,BOON TECK ROAD,29934.661379960002,34474.552443709999
948,CCR,TANGLIN PARK,RIDLEY PARK,26030.120521620001,31389.627684930001
949,CCR,NAMLY COURT,BUKIT TIMAH ROAD,24427.5232,34593.9203
950,RCR,SENNETT ESTATE,BELIMBING AVENUE,32878.151786099997,35013.931998540003
951,CCR,LANDED HOUSING DEVELOPMENT,MOONBEAM VIEW,22290.288641829998,33448.241806590001
952,CCR,THE CORNWALL,CORNWALL GARDENS,24378.251752030001,32729.569291040001
953,RCR,THE RIVERINE BY THE PARK,KALLANG ROAD,32012.910308379999,32454.43371051
954,CCR,STEVENS LOFT,STEVENS DRIVE,27239.920163229998,33360.297314440002
955,CCR,THE MONTANA,JALAN MUTIARA,27572.88031664,30981.74522435
956,RCR,CAMELLIA LODGE,LORONG 31 GEYLANG,33915.812605590001,33078.56086432
957,CCR,LANDED HOUSING DEVELOPMENT,GREENDALE AVENUE,25131.559543800001,34908.97804402
958,CCR,LANDED HOUSING DEVELOPMENT,MOUNT SINAI RISE,22064.314750860001,33090.383805509999
959,CCR,NATHAN RESIDENCES,NATHAN ROAD,27335.2804,30766.8501
960,RCR,BRISTOL LODGE,BRISTOL ROAD,29796.407470240001,32877.650900629998
961,CCR,ONE ROBIN,ROBIN ROAD,27491.390743610001,33495.590546680004
962,CCR,THE QUAYSIDE,ROBERTSON QUAY,28660.405847000001,30271.96716721
963,CCR,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,28874.242244319999,31801.771284469999
964,CCR,CALDECOTT HILL ESTATE,CALDECOTT CLOSE,27671.69767664,35603.920416210001
965,OCR,LANDED HOUSING DEVELOPMENT,JALAN RIANG,31730.363915139999,36600.628085690003
966,RCR,LANDED HOUSING DEVELOPMENT,ALJUNIED ROAD,33384.716540570001,33255.625395940003
967,OCR,EUNOS MANSION,JALAN EUNOS,36087.122230580003,34737.676861419999
968,RCR,CANBERLIN LODGE,LORONG 6 GEYLANG,32846.866768340002,32422.82738943
969,CCR,LANDED HOUSING DEVELOPMENT,NAMLY PLACE ,24041.70781113,33970.040095529997
970,CCR,GLOUCESTER MANSIONS,NEWTON ROAD,28784.796076660001,32904.628604020003
971,CCR,RESIDENTIAL APARTMENTS,QUEEN ASTRID GARDENS,23110.1063,33451.7197
972,CCR,ADRIA,DERBYSHIRE ROAD,29448.853639889999,33180.337018840002
973,CCR,BOTANIC GARDENS VIEW,TAMAN SERASI,26499.101883569999,32328.4743616
974,CCR,LANDED HOUSING DEVELOPMENT,HOLLAND ROAD,22557.58116798,34124.81142562
975,CCR,ROBIN REGALIA,ROBIN ROAD,27468.118047079998,33254.082834369999
976,CCR,LANDED HOUSING DEVELOPMENT,RIDOUT ROAD,24769.210914740001,31862.512475229998
977,RCR,EDENZ LOFT,LORONG 24 GEYLANG,33579.013505290003,32746.996748309998
978,RCR,CALARASI,KIM KEAT LANE,30364.929993649999,34004.685114849998
979,OCR,LANDED HOUSING DEVELOPMENT,DUNSFOLD DRIVE,31158.599059719998,36260.639603830001
980,RCR,SIMS URBAN OASIS,SIMS DRIVE,33317.044,33537.3364
981,RCR,CRYSTAL LODGE,LORONG 16 GEYLANG,33149.700736540003,32640.385344230002
982,CCR,MANDALE HEIGHTS,MANDALAY ROAD,29852.129512090001,34081.125802550003
983,CCR,GILSTEAD COURT,GILSTEAD ROAD,28692.962568940002,33377.757946380002
984,CCR,CLAYMORE PLAZA,CLAYMORE HILL,27820.250155850002,32132.24451907
985,CCR,ROYALVILLE,BUKIT TIMAH ROAD,23644.27210995,34789.441586850001
986,CCR,LANDED HOUSING DEVELOPMENT,JALAN JINTAN,28109.407634150001,31986.563108510001
987,RCR,RESIDENCES @ SOMME,PETAIN ROAD,30817.281362070002,32654.48900317
988,RCR,CAVAN SUITES,CAVAN ROAD,31113.928205750001,32574.164583110001
989,CCR,UNIVERSITY PARK,UNIVERSITY WALK,26265.379634680002,34037.11344871
990,RCR,LANDED HOUSING DEVELOPMENT,BELIMBING AVENUE,32679.59099502,34907.33777078
991,RCR,LANDED HOUSING DEVELOPMENT,PHENG GECK AVENUE,32112.823799360001,34950.095774400003
992,CCR,LLOYD SIXTYFIVE,LLOYD ROAD,28622.52503341,31101.460469270001
993,RCR,LANDED HOUSING DEVELOPMENT,LORONG 30 GEYLANG,33917.690070389998,32702.025203929998
994,CCR,MELROSE PARK,KELLOCK ROAD,27670.66562273,30632.289641959999
995,CCR,STARLIGHT SUITES,RIVER VALLEY CLOSE,28449.5833,30686.4743
996,RCR,CASA FORTUNA,AH HOOD ROAD,29681.5277,34528.3161
997,CCR,THE SOLITAIRE,BALMORAL PARK,27313.127440859998,33065.626872540002
998,RCR,LANDED HOUSING DEVELOPMENT,CAMBRIDGE ROAD,29744.52859979,33047.308154660002
999,CCR,THE GRANGE,GRANGE GARDEN,26998.131993289998,31564.42925567
1000,RCR,LANDED HOUSING DEVELOPMENT,KEE CHOE AVENUE,32451.704269550001,34893.517036400002
1001,RCR,CASSIA VIEW,GUILLEMARD ROAD,33942.508402060002,32613.98550943
1002,CCR,SHAMROCK PARK,SIXTH AVENUE,23617.25207692,34420.706618160003
1003,RCR,COSY 23,LORONG 30 GEYLANG,33923.865776570003,32754.950183439999
1004,CCR,WHITE HOUSE RESIDENCES,STEVENS ROAD,27088.81201285,33364.131026690001
1005,OCR,THE HELICONIA,JALAN DAUD,36477.859668639997,34359.980497759999
1006,CCR,GOLDHILL TOWERS,GOLDHILL AVENUE,28011.888615690001,33656.187709830004
1007,CCR,LIV ON WILKIE,WILKIE TERRACE,29712.403031610001,31658.419326889999
1008,OCR,RESIDENTIAL APARTMENTS,JALAN SENANG,37259.4786,34237.8376
1009,RCR,PRIME RESIDENCE,LORONG 22 GEYLANG,33464.981134090003,32612.99771151
1010,RCR,LANDED HOUSING DEVELOPMENT,JALAN KEMBOJA,32468.83412822,34886.989942739998
1011,RCR,THE ARTE,JALAN RAJA UDANG,29002.71707749,34518.030858430004
1012,CCR,NOVENA LODGE,JALAN MERLIMAU,28898.8398525,34014.677856850003
1013,CCR,RIVER VALLEY APARTMENTS,RIVER VALLEY ROAD,27507.2461,30864.3184
1014,CCR,VILLA CHANCERY,CHANCERY LANE,28593.457888940001,34036.997216219999
1015,OCR,LANDED HOUSING DEVELOPMENT,JALAN ISMAIL,36152.154825459999,33926.996660089999
1016,CCR,THE SCOTTS TOWER,SCOTTS ROAD,28244.5535,32475.1833
1017,CCR,WATERFORD RESIDENCE,KIM YAM ROAD,28705.656950410001,30698.684093789999
1018,CCR,BELLERIVE,KENG CHIN ROAD,27709.12980412,33263.102930640002
1019,RCR,RESIDENTIAL APARTMENTS,LORONG 25A GEYLANG,33560.886686510001,33147.531876889997
1020,CCR,LANDED HOUSING DEVELOPMENT,NOVENA TERRACE,29138.494913429999,33745.893891469997
1021,CCR,PALM SPRING,EWE BOON ROAD,27773.76141356,33282.035041810002
1022,RCR,EVERGREEN VIEW,LORONG 36 GEYLANG,34149.465135059999,32858.718646629997
1023,RCR,KENTISH LODGE,OXFORD ROAD,30205.452632379999,33161.457969259999
1024,CCR,SKY@ELEVEN,THOMSON LANE,28924.916463460002,34866.94146784
1025,CCR,NEWTON EDGE,MAKEWAY AVENUE,28969.113419310001,32746.22126168
1026,CCR,ONE TREE HILL MANSIONS,ONE TREE HILL,27108.313204909998,31448.219639279999
1027,CCR,ORCHARD TOWERS,CLAYMORE DRIVE,27579.66244131,32214.73484814
1028,RCR,CENTRA STUDIOS,LORONG 25 GEYLANG,33461.02648434,32961.92839288
1029,RCR,KINGSLEY MANSIONS,BOON TECK ROAD,29864.45303614,34389.124781849997
1030,CCR,BAN GUAN PARK,GREENLEAF DRIVE,22843.964275569999,33887.016610220001
1031,OCR,PALMERA EAST,LORONG MELAYU,36536.462193900001,33684.172099000003
1032,RCR,ONE DUSUN RESIDENCES,JALAN DUSUN,29149.6355168,34354.857132980003
1033,RCR,RANGOON 88,RANGOON ROAD,30317.88439021,32955.27290397
1034,CCR,CHATELET,MARGOLIOUTH ROAD,27007.797146830001,33645.012934000001
1035,RCR,LANDED HOUSING DEVELOPMENT,HAPPY AVENUE EAST,33337.570709240001,34648.259904109997
1036,CCR,THE ABODE AT DEVONSHIRE,DEVONSHIRE ROAD,28505.459316130001,31120.843827090001
1037,RCR,NOVA 88,BHAMO ROAD,29792.965052199999,34082.307865139998
1038,CCR,LANDED HOUSING DEVELOPMENT,CLUNY HILL,,
1039,RCR,THE INTERWEAVE,KIM KEAT ROAD,30247.198282280001,34226.673253929998
1040,CCR,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,28628.659530399998,32284.52320305
1041,CCR,THE BEAUMONT,DEVONSHIRE ROAD,28320.511808889998,31256.733341669999
1042,RCR,SIMS MEADOWS,LORONG 33 GEYLANG,34083.024198190003,33002.894021990002
1043,OCR,LANDED HOUSING DEVELOPMENT,CHANGI ROAD,37263.430741229999,33671.648815009998
1044,RCR,LANDED HOUSING DEVELOPMENT,LORONG 11 GEYLANG,32829.547892870003,32809.904214720003
1045,RCR,HERTFORD MANSION,BRISTOL ROAD,29686.207973360001,32769.110626479997
1046,CCR,ROBIN RESIDENCES,ROBIN DRIVE,27408.6679,33506.2349
1047,RCR,CENTRA LOFT,LORONG 35 GEYLANG,34139.995288560001,33021.154518829997
1048,CCR,SOMMERVILLE PARK,FARRER DRIVE,25046.666388620001,32682.6352809
1049,RCR,SIMS EDGE,GEYLANG EAST AVENUE 2,34067.3545,33194.2049
1050,RCR,SANT RITZ,PHENG GECK AVENUE,31999.147767040001,34648.141310319998
1051,CCR,THE IMPERIAL,JALAN RUMBIA,29000.0792,30784.4028
1052,CCR,LANDED HOUSING DEVELOPMENT,LILY AVENUE,23638.84177514,34737.608777440001
1053,OCR,SERANGOON PARK,JALAN GIRANG,31568.878285729998,36561.301844009997
1054,RCR,THE MERLOT,KENG LEE ROAD,29452.989416059999,32963.789675780001
1055,CCR,TRILIGHT,NEWTON ROAD,28716.962384329999,33001.581040589998
1056,CCR,FIFTH AVENUE CONDOMINIUM,FIFTH AVENUE,23836.63178205,34722.422899989998
1057,CCR,LANDED HOUSING DEVELOPMENT,JALAN NOVENA SELATAN,29121.173281989999,33918.884448059997
1058,RCR,LANDED HOUSING DEVELOPMENT,PROME ROAD,29786.290232730001,34110.091146000002
1059,RCR,SIMS DORADO,LORONG 39 GEYLANG,34349.39564117,33128.04423804
1060,CCR,GRANGE RESIDENCES,GRANGE ROAD,26808.276414259999,31851.489672419999
1061,CCR,THE PATERSON,PATERSON ROAD,27733.362336699999,31455.684394100001
1062,CCR,MOUNT SOPHIA SUITES,SOPHIA ROAD,29497.893451150001,31601.944240189998
1063,CCR,JIA,WILKIE ROAD,29593.621242819998,31655.514994399998
1064,CCR,LANDED HOUSING DEVELOPMENT,DYSON ROAD,28741.73361621,34152.336610889999
1065,CCR,SANNY PARK,MERRYN AVENUE,27181.946830879999,34224.9107757
1066,OCR,LANDED HOUSING DEVELOPMENT,LORONG MARZUKI,36413.014570110003,33707.147810969999
1067,CCR,RESIDENCES @ NOVENA,NOVENA RISE,29088.595655009999,34031.22416285
1068,CCR,BARKER VILLE,BARKER ROAD,28384.88491206,33537.737228600001
1069,RCR,RESIDENTIAL APARTMENTS,SAM LEONG ROAD,30604.107845779999,32408.781268390001
1070,RCR,BEACON HEIGHTS,MAR THOMA ROAD,31227.401038389998,34362.723294979998
1071,OCR,TROPIKA EAST,FOO KIM LIN ROAD,36192.3049,34573.6423
1072,CCR,LANDED HOUSING DEVELOPMENT,VICTORIA PARK CLOSE,24635.49240055,33548.735512479999
1073,RCR,CASA AERATA,LORONG 26 GEYLANG,33758.582432209997,32729.275070559998
